group,seed,model,accuracy,precision,recall,f1,runtime,total_budget,avg_budget_per_node,scheduler_efficiency,med_mean,med_skew
citeseer,17,scheduled,0.7631975867269984,0.7677134391957736,0.7244766387773091,0.725215486349761,2.667768955230713,192936.0,58.253623962402344,3.95570337690736e-06,0.6002625823020935,0.10490217804908752
citeseer,18,baseline,0.7390648567119156,0.7039914483140537,0.6959594963717691,0.6963942178785691,4.237262010574341,387504.0,117.0,1.907244458668596e-06,,
citeseer,18,scheduled,0.7435897435897436,0.7171300365439172,0.7103451446805576,0.7116073284838841,3.3384249210357666,239514.0,72.31703186035156,3.1045773674597043e-06,0.5763810873031616,0.1546517163515091
citeseer,19,baseline,0.746606334841629,0.7354152594844084,0.6830804928929841,0.6604670517548292,4.713354825973511,367632.0,111.0,2.030852414484128e-06,,
citeseer,19,scheduled,0.7631975867269984,0.7360261217856086,0.7228147616758491,0.7236926139386674,2.8587067127227783,212898.0,64.28079986572266,3.58480392829899e-06,0.5939112901687622,0.10614652931690216
citeseer,20,baseline,0.7903469079939668,0.730396737453806,0.7112982925845069,0.704767205619989,4.945276737213135,407376.0,123.0,1.94009197398464e-06,,
citeseer,20,scheduled,0.7722473604826546,0.7189693716646178,0.7151578438305864,0.7154773099041615,3.5314695835113525,246168.0,74.32608795166016,3.1370745201758744e-06,0.5777943730354309,0.18850725889205933
citeseer,21,baseline,0.755656108597285,0.7268261138135368,0.710499809949722,0.707299896929162,3.685741424560547,357696.0,108.0,2.1125651631477148e-06,,
citeseer,21,scheduled,0.7631975867269984,0.7440205869759389,0.7283724114113327,0.7311154125426039,4.250204563140869,232860.0,70.30796813964844,3.2774954338529522e-06,0.6039709448814392,0.03397871181368828
citeseer,22,baseline,0.7586726998491704,0.7457478125644323,0.7043828319910451,0.7009683835866394,4.519610643386841,437184.0,132.0,1.7353624557375622e-06,,
citeseer,22,scheduled,0.770739064856712,0.7561201296044214,0.726503318227791,0.72889895177474,3.769059419631958,219552.0,66.28985595703125,3.5105080566640794e-06,0.607200562953949,0.06365223973989487
citeseer,23,baseline,0.7858220211161387,0.75118844387165,0.7139646889226158,0.7111974673797953,3.9476847648620605,377568.0,114.0,2.0812728332807303e-06,,
citeseer,23,scheduled,0.7812971342383107,0.7494901795072083,0.7251038693713897,0.730304246914122,2.882213830947876,206244.0,62.2717399597168,3.788217520210579e-06,0.5944259762763977,0.1253974288702011
citeseer,24,baseline,0.7601809954751131,0.7474804819881635,0.7099265253734984,0.7064080427948944,4.177978038787842,397440.0,120.0,1.912693728550506e-06,,
citeseer,24,scheduled,0.755656108597285,0.7416472655985529,0.7055437339943681,0.7038119698705998,2.8224616050720215,206244.0,62.2717399597168,3.663893779199807e-06,0.5996623635292053,0.08272748440504074
citeseer,25,baseline,0.7586726998491704,0.7061047086623775,0.6990068108006735,0.6978069000372363,4.196820259094238,407376.0,123.0,1.8623401964012864e-06,,
citeseer,25,scheduled,0.751131221719457,0.7135649613278532,0.7044719432410013,0.7048828069405714,2.872313976287842,206244.0,62.2717399597168,3.641954295492024e-06,0.5674551129341125,0.2074916958808899
citeseer,26,baseline,0.7722473604826546,0.7805351601124385,0.7288833038352215,0.7317734205676646,5.513195514678955,447120.0,135.0,1.727159063523561e-06,,
citeseer,26,scheduled,0.7843137254901961,0.78460540225979,0.746219257239583,0.7515084772599758,3.4919893741607666,246168.0,74.32608795166016,3.186091309553622e-06,0.5736631155014038,0.22681856155395508
citeseer,27,baseline,0.7420814479638009,0.7084024515218634,0.6852482138443655,0.6606215301880108,4.820910692214966,367632.0,111.0,2.0185442180327094e-06,,
citeseer,27,scheduled,0.7586726998491704,0.7351446058011867,0.7144607780566417,0.708432552417173,3.036066770553589,219552.0,66.28985595703125,3.4555490264227626e-06,0.6068552732467651,0.11496882885694504
citeseer,28,baseline,0.7782805429864253,0.762552780821753,0.6958720456601744,0.6924697201249134,4.337897539138794,357696.0,108.0,2.1758156171341736e-06,,
